"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"Kissam & Taylor",,"Kissam & Taylor","","New York","NY",92.9925,144,"1861-03-22; Loan of Feb 1861",TRUE
"Robert L. Stewart","Robert L Stewart ",,"","New York","NY",92.9866666667,145,"1861-03-22; Loan of Feb 1861",FALSE
"Livermore, Clews & Mason",,"Livermore, Clews & Mason","","New York","NY",92.9726923077,146,"1861-03-22; Loan of Feb 1861",TRUE
"Robert T. Cross","Robert T Cross ",,"","New York","NY",92.9725,147,"1861-03-22; Loan of Feb 1861",FALSE
"Ward & Co.",,"Ward & Co","","New York","NY",92.963464837,148,"1861-03-22; Loan of Feb 1861",TRUE
"Charles Allandree","Charles Allandree ",,"","New York","NY",92.9416666667,149,"1861-03-22; Loan of Feb 1861",FALSE
"American Colonization Society",,"American Colonization Society","","Washington","DC",92.9375,150,"1861-03-22; Loan of Feb 1861",TRUE
"J.G. Hansom","J G Hansom ",,"","New York","NY",92.898,151,"1861-03-22; Loan of Feb 1861",FALSE
"E. Morrison","E Morrison ",,"","New York","NY",92.8827272727,152,"1861-03-22; Loan of Feb 1861",FALSE
"Edward Learned","Edward Learned ",,"","New York","NY",92.8775,153,"1861-03-22; Loan of Feb 1861",FALSE
"Emigrant Industrial Savings Bank",,"Emigrant Industrial Savings Bank","","New York","NY",92.875,154,"1861-03-22; Loan of Feb 1861",TRUE
"Howland & Apsinwall",,"Howland & Apsinwall","","New York","NY",92.865,155,"1861-03-22; Loan of Feb 1861",TRUE
"Ocean Bank",,"Ocean Bank","","New York","NY",92.8375,156,"1861-03-22; Loan of Feb 1861",TRUE
"John. B. Budd","John B Budd ",,"","Philadelphia","PA",92.8166666667,157,"1861-03-22; Loan of Feb 1861",FALSE
"Carpenter & Vermilye",,"Carpenter & Vermilye","","New York","NY",92.7925,158,"1861-03-22; Loan of Feb 1861",TRUE
"Trevor & Colgate",,"Trevor & Colgate","","New York","NY",92.7896891192,159,"1861-03-22; Loan of Feb 1861",TRUE
"G.W. Welsh","George W Welsh ",,"","New York","NY",92.7857142857,160,"1861-03-22; Loan of Feb 1861",FALSE
"John T. Johnson","John T Johnson ",,"","New York","NY",92.78,161,"1861-03-22; Loan of Feb 1861",FALSE
"Satterlee & Co",,"Satterlee & Co","","New York","NY",92.7798333333,162,"1861-03-22; Loan of Feb 1861",TRUE
"Marie & Kanz",,"Marie & Kanz","","New York","NY",92.7688866799,163,"1861-03-22; Loan of Feb 1861",TRUE
"A.A. Burrage, executor",,"A A Burrage, executor","","Boston","MA",92.75,164,"1861-03-22; Loan of Feb 1861",TRUE
"W.H. Solcum","Williiam H Slocum ",,"","New York","NY",92.75,165,"1861-03-22; Loan of Feb 1861",FALSE
"T.J. Mason","T J Mason ",,"","New York","NY",92.7433333333,166,"1861-03-22; Loan of Feb 1861",FALSE
"C.D. Matthews","C D Matthews ",,"","New York","NY",92.71,167,"1861-03-22; Loan of Feb 1861",FALSE
"E.R. Tremaine, for self and others",,"E R Tremaine,","self and others","New York","NY",92.7,168,"1861-03-22; Loan of Feb 1861",TRUE
"S.T. William","S T William ",,"","New York","NY",92.68,169,"1861-03-22; Loan of Feb 1861",FALSE
"James Lynch","James Lynch ",,"","New York","NY",92.663,170,"1861-03-22; Loan of Feb 1861",FALSE
"Brewster, Sweet & Co",,"Brewster, Sweet & Co","","Boston","MA",92.663,171,"1861-03-22; Loan of Feb 1861",TRUE
"A.T. Lowe, President",,"A T Lowe, President","","Boston","MA",92.65,172,"1861-03-22; Loan of Feb 1861",TRUE
"John P. Elton","John P Elton ",,"","Waterbury","CT",92.65,173,"1861-03-22; Loan of Feb 1861",FALSE
"William Tilden","William Tilden ",,"","New York","NY",92.65,174,"1861-03-22; Loan of Feb 1861",FALSE
"L.P. Bayne, attorney","L P Bayne ",,"","Baltimore","MD",92.6338461538,175,"1861-03-22; Loan of Feb 1861",FALSE
"Continental Bank",,"Continental Bank","","New York","NY",92.63,176,"1861-03-22; Loan of Feb 1861",TRUE
"R.W. House","R W House ",,"","New York","NY",92.6275,177,"1861-03-22; Loan of Feb 1861",FALSE
"R.M. Fairbairn","R M Fairbairn ",,"","New York","NY",92.61,178,"1861-03-22; Loan of Feb 1861",FALSE
"C.R. Marvin & Son",,"C R Marvin & Son","","New York","NY",92.5825,179,"1861-03-22; Loan of Feb 1861",TRUE
"John J. Searing","John J Searing ",,"","New York","NY",92.55,180,"1861-03-22; Loan of Feb 1861",FALSE
"John Benkendorf","John Benkendorf ",,"","New York","NY",92.51,181,"1861-03-22; Loan of Feb 1861",FALSE
"Adolph Tuska","Adolph Tuska ",,"","New York","NY",92.5,182,"1861-03-22; Loan of Feb 1861",FALSE
"G. De. Angelis","G De. Angelis ",,"","New York","NY",92.5,183,"1861-03-22; Loan of Feb 1861",FALSE
"Greenwich Savings Bank",,"Greenwich Savings Bank","","New York","NY",92.5,184,"1861-03-22; Loan of Feb 1861",TRUE
"Ira Davenport","Ira Davenport ",,"","New York","NY",92.5,185,"1861-03-22; Loan of Feb 1861",FALSE
"Mechanics' Bank",,"Mechanics' Bank","","New York","NY",92.5,186,"1861-03-22; Loan of Feb 1861",TRUE
"Samuel M. Pon","Samuel M Pon ",,"","New York","NY",92.5,187,"1861-03-22; Loan of Feb 1861",FALSE
"Shephard Knapp","Shephard Knapp ",,"","New York","NY",92.5,188,"1861-03-22; Loan of Feb 1861",FALSE
"Spencer K. Green","Spencer K Green ",,"","New York","NY",92.5,189,"1861-03-22; Loan of Feb 1861",FALSE
"T. Ketchum & Co",,"T Ketchum & Co","","New York","NY",92.5,190,"1861-03-22; Loan of Feb 1861",TRUE
"C.F. Knowlson, cashier",,"C F Knowlson, cashier","","New York","NY",92.4832,191,"1861-03-22; Loan of Feb 1861",TRUE
"Martin Lewis","Martin Lewis ",,"","Baltimore","MD",92.466,192,"1861-03-22; Loan of Feb 1861",FALSE
"McKim & Co.",,"McKim & Co","","Baltimore","MD",92.464,193,"1861-03-22; Loan of Feb 1861",TRUE
"Taylor Brothers",,"Taylor Brothers","","New York","NY",92.4491666667,194,"1861-03-22; Loan of Feb 1861",TRUE
"Jeremiah Panburn","Jeremiah Panburn ",,"","New York","NY",92.4,195,"1861-03-22; Loan of Feb 1861",FALSE
"Harris B. Dick","Harris B Dick ",,"","New York","NY",92.375,196,"1861-03-22; Loan of Feb 1861",FALSE
"Stone & Domer",,"Stone & Domer","","Boston","MA",92.35,197,"1861-03-22; Loan of Feb 1861",TRUE
"William Beals & Co.",,"William Beals & Co","","Boston","MA",92.3353333333,198,"1861-03-22; Loan of Feb 1861",TRUE
"Hugh Whittell","Hugh Whittell ",,"","New York","NY",92.31,199,"1861-03-22; Loan of Feb 1861",FALSE
"John J. Angerene","John J Angerene ",,"","New York","NY",92.3,200,"1861-03-22; Loan of Feb 1861",FALSE
"Evander Childs","Evander Childs ",,"","New York","NY",92.25,201,"1861-03-22; Loan of Feb 1861",FALSE
"B.C. Wandell","B C Wandell ",,"","New York","NY",92.22,202,"1861-03-22; Loan of Feb 1861",FALSE
"Wm. J. Emmett","William J Emmett ",,"","New York","NY",92.1875,203,"1861-03-22; Loan of Feb 1861",FALSE
"Sherman & Romain",,"Sherman & Romaine","","New York","NY",92.0516666667,204,"1861-03-22; Loan of Feb 1861",TRUE
"A.T. Lowe ","A T Lowe ",,"","Boston","MA",92,205,"1861-03-22; Loan of Feb 1861",FALSE
"Daniel W. Ladd","Daniel W Ladd ",,"","Epping","NH",92,206,"1861-03-22; Loan of Feb 1861",FALSE
"E.D. Peters","E D Peters ",,"","Boston","MA",92,207,"1861-03-22; Loan of Feb 1861",FALSE
"James P. Thorndyke","James P Thorndyke ",,"","Boston","MA",92,208,"1861-03-22; Loan of Feb 1861",FALSE
"Mariah McGregor","Mariah McGregor ",,"","New York","NY",92,209,"1861-03-22; Loan of Feb 1861",FALSE
"N.L. Giswold","N L Giswold ",,"","New York","NY",92,210,"1861-03-22; Loan of Feb 1861",FALSE
"Pittsburg Trust Company",,"Pittsburgh Trust Company","","New York","NY",92,211,"1861-03-22; Loan of Feb 1861",TRUE
"Samuel Bobke","Samuel Bobke ",,"","New York","NY",92,212,"1861-03-22; Loan of Feb 1861",FALSE
"E.L. Monroe","E L Monroe ",,"","New York","NY",91.901,213,"1861-03-22; Loan of Feb 1861",FALSE
"G. Currier","Gilman Currier ",,"","Boston","MA",91.825,214,"1861-03-22; Loan of Feb 1861",FALSE
"C.A. Burnham","CA Burnham ",,"","Ogdensburgh","NY",91.8,215,"1861-03-22; Loan of Feb 1861",FALSE
"Richard Van Buskirk","Richard Van Buskirk ",,"","New York","NY",91.8,216,"1861-03-22; Loan of Feb 1861",FALSE
"Lawrence & Co.",,"Lawrence & Co","","New London","CT",91.7775,217,"1861-03-22; Loan of Feb 1861",TRUE
"Eli Lewis","Eli Lewis ",,"","York","PA",91.7,218,"1861-03-22; Loan of Feb 1861",FALSE
"S. Draper","S Draper ",,"","New York","NY",91.7,219,"1861-03-22; Loan of Feb 1861",FALSE
"James T. Bingham","James T Bingham ",,"","Philadelphia","PA",91.66,220,"1861-03-22; Loan of Feb 1861",FALSE
"J.F. Farish","J F Farish ",,"","New York","NY",91.64375,221,"1861-03-22; Loan of Feb 1861",FALSE
"Charles C. Adams","Charles C Adams ",,"","New York","NY",91.625,222,"1861-03-22; Loan of Feb 1861",FALSE
"E.R. Tremaine","E R Tremaine ",,"","New York","NY",91.59,223,"1861-03-22; Loan of Feb 1861",FALSE
"Buffalo Savings Bank",,"Buffalo Savings Bank","","Boston","MA",91.5,224,"1861-03-22; Loan of Feb 1861",TRUE
"Clement Remington","Clement Remington ",,"","New York","NY",91.5,225,"1861-03-22; Loan of Feb 1861",FALSE
"Robert Martin","Robert Martin ",,"","New York","NY",91.5,226,"1861-03-22; Loan of Feb 1861",FALSE
"James Tuttle","James Tuttle ",,"","Boston","MA",91.25,227,"1861-03-22; Loan of Feb 1861",FALSE
"Washington Mills","Washington Mills ",,"","New York","NY",91.17,228,"1861-03-22; Loan of Feb 1861",FALSE
"T. Scott & Son",,"T Scott & Son","","Baltimore","MD",91.1666666667,229,"1861-03-22; Loan of Feb 1861",TRUE
"Blake, Brothers & Co",,"Blake, Brothers & Co","","Boston","MA",91.15,230,"1861-03-22; Loan of Feb 1861",TRUE
"S.A. Holbrook","S A Holbrook ",,"","Freeport","ME",91.05,231,"1861-03-22; Loan of Feb 1861",FALSE
"George W. Patterson, Jr.","George W Patterson Jr.",,"","Corning","NY",91,232,"1861-03-22; Loan of Feb 1861",FALSE
"Sherman & Romaine",,"Sherman & Romaine","","New York","NY",91,233,"1861-03-22; Loan of Feb 1861",TRUE
"Wm. B. Mott","William B Mott ",,"","New York","NY",91,234,"1861-03-22; Loan of Feb 1861",FALSE
"Wm. & John O'Brien",,"William & John O'Brien","","New York","NY",90.9703515625,235,"1861-03-22; Loan of Feb 1861",TRUE
"Francis P. Fernall","Francis P Fernall ",,"","New York","NY",90.9125,236,"1861-03-22; Loan of Feb 1861",FALSE
"V.S. Kenyon","V S Kenyon ",,"","New York","NY",90.854,237,"1861-03-22; Loan of Feb 1861",FALSE
"Eugene Thompson","Eugene Thompson ",,"","New York","NY",90.7,238,"1861-03-22; Loan of Feb 1861",FALSE
"G.S. Robins & Son",,"G S Robbins & Son","","New York","NY",90.6666666667,239,"1861-03-22; Loan of Feb 1861",TRUE
"J.R. Beckett","JR Beckett ",,"","Boston","MA",90.5,240,"1861-03-22; Loan of Feb 1861",FALSE
"Knauth, Nachon & Kuhne",,"Knauth, Nachon & Kuhne","","New York","NY",90.5,241,"1861-03-22; Loan of Feb 1861",TRUE
"Simon Robitscher","Simon Robitscher ",,"","New York","NY",90.25,242,"1861-03-22; Loan of Feb 1861",FALSE
"Benjamin Ogle Tayloe","Benjamin Ogle Tayloe ",,"","Washington","DC",90,243,"1861-03-22; Loan of Feb 1861",FALSE
"J. H. Strain","J H Strain ",,"","Washington","DC",90,244,"1861-03-22; Loan of Feb 1861",FALSE
"John C. Rives","John C Rives ",,"","Washington","DC",90,245,"1861-03-22; Loan of Feb 1861",FALSE
"Richard Stacpoole","Richard Stacpoole ",,"","New York","NY",88,246,"1861-03-22; Loan of Feb 1861",FALSE
"George C. Seawall","George C Seawall ",,"","New York","NY",86.25,247,"1861-03-22; Loan of Feb 1861",FALSE
"Charles Griswold","Charles Griswold ",,"","New York","NY",100.27,1,"1861-04-06; Treasury Notes of 1861",FALSE
"Charles H. Baker","Charles H Baker ",,"","Philadelphia","PA",100.26,2,"1861-04-06; Treasury Notes of 1861",FALSE
"Jay, Cooke & Co",,"Jay, Cooke & Co","","Philadelphia","PA",100.16,3,"1861-04-06; Treasury Notes of 1861",TRUE
"H. Trowbridge's Sons",,"H Trowbridge's Sons","","New Haven","CT",100.15,4,"1861-04-06; Treasury Notes of 1861",TRUE
"Wm. H. Marston","William H Marston ",,"","New York","NY",100.05,5,"1861-04-06; Treasury Notes of 1861",FALSE
"John P. Elton","John P Elton ",,"","Waterbury","CT",100.022,6,"1861-04-06; Treasury Notes of 1861",FALSE
"Colgate & Hoffman",,"Colgate & Hoffman","","New York","NY",100.0125,7,"1861-04-06; Treasury Notes of 1861",TRUE
"Henry W.T. Mali & Co",,"Henry W T Mali & Co","","New York","NY",100.01,8,"1861-04-06; Treasury Notes of 1861",TRUE
"Bank of Commerce",,"Bank of Commerce","","New York","NY",100,9,"1861-04-06; Treasury Notes of 1861",TRUE
"Bank of New York",,"Bank of New York","","New York","NY",100,10,"1861-04-06; Treasury Notes of 1861",TRUE
"Bridgeport Savings Bank",,"Bridgeport Savings Bank","","Bridgeport","CT",100,11,"1861-04-06; Treasury Notes of 1861",TRUE
"H. Howard, secretary","H Howard ",,"","Buffalo","NY",100,12,"1861-04-06; Treasury Notes of 1861",FALSE
"Institution for Savings",,"Institution for Savings","","Roxbury","MA",100,13,"1861-04-06; Treasury Notes of 1861",TRUE
"James G. King's Sons",,"James G King's Sons","","New York","NY",100,14,"1861-04-06; Treasury Notes of 1861",TRUE
"P.P. Pytchlynn","P P Pytchlynn ",,"","Boston","MA",100,15,"1861-04-06; Treasury Notes of 1861",FALSE
"R.L. & A. Stuart",,"R L & A Stuart","","New York","NY",100,16,"1861-04-06; Treasury Notes of 1861",TRUE
"Read, Drexel & Co",,"Read, Drexel & Co","","New York","NY",100,17,"1861-04-06; Treasury Notes of 1861",TRUE
"S. Hooper","S Hooper ",,"","Boston","MA",100,18,"1861-04-06; Treasury Notes of 1861",FALSE
"S. Hooper and others",,"S Hooper and others","","Boston","MA",100,19,"1861-04-06; Treasury Notes of 1861",TRUE
"Samuel S. White","Samuel S White ",,"","Philadelphia","PA",100,20,"1861-04-06; Treasury Notes of 1861",FALSE
"Summer R. Stone","Summer R Stone ",,"","New York","NY",100,21,"1861-04-06; Treasury Notes of 1861",FALSE
"B. De la Pierre","B De la Pierre ",,"","New York","NY",93,1,"1861-05-11; Loan of Feb 1861",FALSE
"C.M. Mather","C M Mather ",,"","New York","NY",90,2,"1861-05-11; Loan of Feb 1861",FALSE
"C. Sherman","C Sherman ",,"","Philadelphia","PA",89.3,3,"1861-05-11; Loan of Feb 1861",FALSE
"Drexel & Co, Dr Rivinius",,"Drexel & Co, Dr Rivinius","","Philadelphia","PA",88,4,"1861-05-11; Loan of Feb 1861",TRUE
"Drexel & Co, Jacob Jeanes, M.D.",,"Drexel & Co, Jacob Jeanes, M D","","Philadelphia","PA",88,5,"1861-05-11; Loan of Feb 1861",TRUE
"Drexel & Co, Joseph T. Jeanes",,"Drexel & Co, Joseph T Jeanes","","Philadelphia","PA",88,6,"1861-05-11; Loan of Feb 1861",TRUE
"Drexel & Co, Western Bank",,"Drexel & Co, Western Bank","","Philadelphia","PA",88,7,"1861-05-11; Loan of Feb 1861",TRUE
"Eli Lewis","Eli Lewis ",,"","Philadelphia","PA",87.5,8,"1861-05-11; Loan of Feb 1861",FALSE
"John C. Rives","John C Rives ",,"","Washington","DC",87,9,"1861-05-11; Loan of Feb 1861",FALSE
"Ticonic Bank",,"Ticonic Bank","","","ME",87,10,"1861-05-11; Loan of Feb 1861",TRUE
"George W. Kirtland","George W Kirtland ",,"","New York","NY",86.5,11,"1861-05-11; Loan of Feb 1861",FALSE
"Sidney Brooks","Sidney Brooks ",,"","New York","NY",86.5,12,"1861-05-11; Loan of Feb 1861",FALSE
"Theodore Dehon","Theodore Dehon ",,"","New York","NY",86.5,13,"1861-05-11; Loan of Feb 1861",FALSE
"William Beals, Jr.","William Beals Jr.",,"","Boston","MA",86.390625,14,"1861-05-11; Loan of Feb 1861",FALSE
"William Beals, Jr.","William Beals Jr.",,"","Boston","MA",86.390625,14,"1861-05-11; Loan of Feb 1861",FALSE
"Safety Fund Bank",,"Safety Fund Bank","","Boston","MA",86.1,15,"1861-05-11; Loan of Feb 1861",TRUE
"Bank of Commerce",,"Bank of Commerce","","New York","NY",86,16,"1861-05-11; Loan of Feb 1861",TRUE
"E.W. Clarke & Co",,"E W Clark & Co","","Philadelphia","PA",86,17,"1861-05-11; Loan of Feb 1861",TRUE
"Louisa Frisbie","Louisa Frisbie ",,"","New York","NY",86,18,"1861-05-11; Loan of Feb 1861",FALSE
"M.S. Robbins & Son",,"M S Robbins & Son","","New York","NY",86,19,"1861-05-11; Loan of Feb 1861",TRUE
"Meigs & Greenleaf",,"Meigs & Greenleaf","","New York","NY",86,20,"1861-05-11; Loan of Feb 1861",TRUE
"Mutual Life Insurance Company",,"Mutual Life Insurance Company","","New York","NY",86,21,"1861-05-11; Loan of Feb 1861",TRUE
"National Bank",,"National Bank","","New York","NY",86,22,"1861-05-11; Loan of Feb 1861",TRUE
"Niagara Fire Insurance Company",,"Niagara Fire Insurance Company","","New York","NY",86,23,"1861-05-11; Loan of Feb 1861",TRUE
"J. Benkendorff","J Benkendorff ",,"","New York","NY",85.75,24,"1861-05-11; Loan of Feb 1861",FALSE
"Tradesman Bank",,"Tradesmen’s Bank","","New York","NY",85.7407692308,25,"1861-05-11; Loan of Feb 1861",TRUE
"S.H. Wheeler","S H Wheeler ",,"","New York","NY",85.71,26,"1861-05-11; Loan of Feb 1861",FALSE
"American Exchange Bank",,"American Exchange Bank","","New York","NY",85.6170421156,27,"1861-05-11; Loan of Feb 1861",TRUE
"Drexel & Co, Farmers and Mechanics' Bank",,"Drexel & Co, Farmers and Mechanics' Bank","","Philadelphia","PA",85.5,28,"1861-05-11; Loan of Feb 1861",TRUE
"George L. Lovett","George L Lovett ",,"","Boston","MA",85.5,29,"1861-05-11; Loan of Feb 1861",FALSE
"Market Bank",,"Market Bank","","New York","NY",85.5,30,"1861-05-11; Loan of Feb 1861",TRUE
"Otis Daniell","Otis Daniell ",,"","Boston","MA",85.5,31,"1861-05-11; Loan of Feb 1861",FALSE
"William H. Hill","William H Hill ",,"","Boston","MA",85.5,32,"1861-05-11; Loan of Feb 1861",FALSE
"William Tilden","William Tilden ",,"","New York","NY",85.5,33,"1861-05-11; Loan of Feb 1861",FALSE
"James Gallatin","James Gallatin ",,"","New York","NY",85.4736842105,34,"1861-05-11; Loan of Feb 1861",FALSE
"Peoples' Bank of City of New York",,"Peoples' Bank of City of New York","","New York","NY",85.375,35,"1861-05-11; Loan of Feb 1861",TRUE
"Nassau Bank",,"Nassau Bank","","New York","NY",85.3,36,"1861-05-11; Loan of Feb 1861",TRUE
"Carpenter & Vermilye",,"Carpenter & Vermilye","","New York","NY",85.26,37,"1861-05-11; Loan of Feb 1861",TRUE
"Charles Knapp","Charles Knapp ",,"","New York","NY",85.25,38,"1861-05-11; Loan of Feb 1861",FALSE
"James R. Langdon","James R Langdon ",,"","Montpelier","VT",85.25,39,"1861-05-11; Loan of Feb 1861",FALSE
"Livermore, Clems & Mason",,"Livermore, Clews & Mason","","New York","NY",85.1993333333,40,"1861-05-11; Loan of Feb 1861",TRUE
"Merchants' Bank of New York",,"Merchants' Bank of New York","","New York","NY",85.0909090909,41,"1861-05-11; Loan of Feb 1861",TRUE
"Charles E. Brewer","Charles E Brewer ",,"","New York","NY",85.05,42,"1861-05-11; Loan of Feb 1861",FALSE
"Ketchum, Son & Co. and others",,"Ketchum, Son & Co and others","","New York","NY",85.05,43,"1861-05-11; Loan of Feb 1861",TRUE
"Cammann & Co",,"Cammann & Co","","New York","NY",85.0416666667,44,"1861-05-11; Loan of Feb 1861",TRUE
"B.F. Wheelright","BF Wheelright ",,"","New York","NY",85,45,"1861-05-11; Loan of Feb 1861",FALSE
"Bank of America",,"Bank of America","","New York","NY",85,46,"1861-05-11; Loan of Feb 1861",TRUE
"Bank of New York",,"Bank of New York","","New York","NY",85,47,"1861-05-11; Loan of Feb 1861",TRUE
"Bank of North America",,"Bank of North America","","New York","NY",85,48,"1861-05-11; Loan of Feb 1861",TRUE
"Bank of the Commonwealth",,"Bank of the Commonwealth","","New York","NY",85,49,"1861-05-11; Loan of Feb 1861",TRUE
"Bank of the State of New York",,"Bank of the State of New York","","New York","NY",85,50,"1861-05-11; Loan of Feb 1861",TRUE
"Bull's Head Bank",,"Bull's Head Bank","","New York","NY",85,51,"1861-05-11; Loan of Feb 1861",TRUE
"Charles H. Russell","Charles H Russell ",,"","New York","NY",85,52,"1861-05-11; Loan of Feb 1861",FALSE
"Chatham Bank",,"Chatham Bank","","New York","NY",85,53,"1861-05-11; Loan of Feb 1861",TRUE
"Chemical Bank",,"Chemical Bank","","New York","NY",85,54,"1861-05-11; Loan of Feb 1861",TRUE
"Citizens' Bank",,"Citizens' Bank","","New York","NY",85,55,"1861-05-11; Loan of Feb 1861",TRUE
"City Bank of New York",,"City Bank of New York","","New York","NY",85,56,"1861-05-11; Loan of Feb 1861",TRUE
"Continental Bank",,"Continental Bank","","New York","NY",85,57,"1861-05-11; Loan of Feb 1861",TRUE
"Drexel & Co, Jay, Cooke & Co.",,"Drexel & Co, Jay, Cooke & Co","","Philadelphia","PA",85,58,"1861-05-11; Loan of Feb 1861",TRUE
"E.W. Dunham, president",,"E W Dunham, president","","New York","NY",85,59,"1861-05-11; Loan of Feb 1861",TRUE
"East River Bank",,"East River Bank","","New York","NY",85,60,"1861-05-11; Loan of Feb 1861",TRUE
"Gabriel Mead","Gabriel Mead ",,"","New York","NY",85,61,"1861-05-11; Loan of Feb 1861",FALSE
"Great Western Insurance Company",,"Great Western Insurance Company","","New York","NY",85,62,"1861-05-11; Loan of Feb 1861",TRUE
"Grocers' Bank",,"Grocers' Bank","","New York","NY",85,63,"1861-05-11; Loan of Feb 1861",TRUE
"Heman L. White","Heman L White ",,"","New York","NY",85,64,"1861-05-11; Loan of Feb 1861",FALSE
"Henry F. Vail","Henry F Vail ",,"","New York","NY",85,65,"1861-05-11; Loan of Feb 1861",FALSE
"Henry F. Vail, for others",,"Henry F Vail","others","New York","NY",85,66,"1861-05-11; Loan of Feb 1861",TRUE
